Sale_ID,Date_Sold,Address,City,State,ZIP_Code,Bedrooms,Bathrooms,Square_Feet,Lot_Size_acres,Year_Built,Sale_Price,Listing_Price,Agent_Name,Agency
HS100457,2025-05-27,"8819 Michael Estate, Vasquezborough, NE 49474",Kimchester,DE,81161,3,3,3546,1.0,1971,999403,120474,Rachael Adkins,"Huff, Montes and Long"
HS100458,2023-08-12,"6734 Grant Harbors, East Brendamouth, WI 63618",North Shannon,HI,65011,2,3,3130,0.94,2002,606371,612473,Tamara York,Bell-Rasmussen
HS100459,2024-11-18,"PSC 2109, Box 0403, APO AE 11413",North James,NC,75883,3,1,2560,1.99,1953,904140,400068,Carol Gentry,"Foster, Hall and Fields"
HS100460,2023-09-08,"323 Cortez Fall Suite 913, Donaldland, AZ 41539",Jensenhaven,MA,42617,1,3,3549,1.14,1972,161462,312048,Brandon Welch,Clarke Ltd
HS100461,2021-04-04,"Unit 0486 Box 0720, DPO AE 10247",South Melissaview,KS,26379,2,2,1648,0.27,2019,197735,830862,Susan Edwards,Bryant-Armstrong
HS100462,2023-06-21,"062 Timothy Springs Apt. 825, Lake Kathrynhaven, NC 47347",Tapiamouth,NY,71301,5,1,2276,1.25,1982,929508,776499,Vincent Brown,Williams Ltd
HS100463,2024-02-06,"Unit 9081 Box 1325, DPO AA 58100",Nicolefurt,IL,18127,2,3,3788,0.39,1977,299737,871412,Ronnie Brown,Bass-Gomez
HS100464,2023-01-30,"Unit 5269 Box 0691, DPO AA 09748",New Kenneth,OR,35018,2,1,3129,0.16,1957,331197,596792,Kenneth Pope,Carlson Ltd
HS100465,2021-01-08,"71996 Gary Mills Suite 090, South Justin, WY 08089",Debbieshire,MO,47572,2,2,4063,1.94,1950,192157,104970,Brian Garcia,"Smith, Rodriguez and Noble"
HS100466,2024-05-04,"081 Jeremy Mountains, Port Brandon, SD 34975",South Erica,KY,06248,2,2,3564,1.57,1986,998068,328910,Stephanie Hall,"Mcclure, Alvarez and Jackson"
HS100467,2024-08-17,"52216 Cody Rapids Suite 243, Lake Soniafurt, WA 16489",Dennisland,MT,65227,3,3,3641,1.96,2012,401889,691232,James Hernandez,Cline and Sons
HS100468,2022-04-22,"PSC 4377, Box 1548, APO AA 65670",Thompsonview,CO,42289,1,2,1563,1.01,1971,240167,930354,Christopher Smith,Allen PLC
HS100469,2023-10-08,"USNV Webb, FPO AE 92636",Port Mary,PA,68905,4,1,1136,1.11,2019,643805,454911,Steven Warner,Davenport and Sons
HS100470,2024-04-10,"0616 Hart Hill, Paulafort, MS 87664",Kingborough,CO,52930,2,2,3750,0.42,1970,726513,461012,Karen Johnson,"Martinez, Williams and Wright"
HS100471,2021-11-18,"13734 Rhonda Cliff Apt. 487, Hicksville, NC 36983",Tonyborough,IN,45748,5,1,2203,0.57,1984,186319,223615,Robert Johnson,Steele-Carroll
HS100472,2020-10-05,"5319 Michael Lodge, Santosside, CO 15619",Oliverfort,OR,31018,2,1,3844,1.69,1954,978057,982063,Eric Clayton,Simpson-Turner
HS100473,2024-10-22,"PSC 5812, Box 5297, APO AE 67935",Kimberlyton,OR,68047,5,2,2579,0.78,2009,464027,547666,Regina Bridges,"Hawkins, Munoz and Gonzales"
HS100474,2023-07-20,"2811 Brown Drives, Lopeztown, HI 70324",Howellbury,NE,76675,3,3,3683,1.67,1995,276453,738499,Kirsten Adams,"Russo, Anderson and Bryant"
HS100475,2024-08-04,"17304 Bethany Spurs, South Gregory, WI 17594",Lake Jefferymouth,SD,38732,5,2,4471,1.45,1999,973639,170494,Lori Wall,Turner-Glenn
HS100476,2022-05-28,"834 Hunt Squares Suite 112, North Daniel, MO 92623",New Michael,ID,13722,4,1,727,0.44,1997,186645,809229,Henry Mills,Gaines-Todd
HS100477,2023-10-05,"99111 Hudson Garden, Port Tylerchester, RI 30904",Amandaton,ND,29898,1,1,4279,1.06,1955,562035,583090,Dawn Mclaughlin,"Mejia, Contreras and Vazquez"
HS100478,2024-06-14,"300 Sanders Harbors, Greenmouth, WI 29985",North Brittanyhaven,NJ,74700,5,2,691,1.39,2005,653555,221277,Dustin Allison DDS,Sellers PLC
HS100479,2023-12-30,"4678 James Islands, Port Derrick, WY 14392",Ramirezstad,NJ,76634,5,3,4324,0.55,2008,188261,541966,Gregory Mills,"Hughes, Torres and Palmer"
HS100480,2024-08-26,"816 Jason Burgs, Bartlettstad, WV 12596",Thomasborough,HI,25974,1,3,1142,1.68,1978,392221,346303,Sarah Burton,Gonzalez-Robinson
HS100481,2025-06-01,"9427 Kirk Row Suite 484, Valerietown, ID 34219",New Johnville,CA,10284,4,1,1445,1.14,2020,486862,61516,Jeffery Anderson,Reynolds-Smith
HS100482,2021-02-23,"0727 Serrano Shores Apt. 172, South Steventown, FL 74928",Bradleyfurt,CT,73494,2,1,4203,0.41,1967,388767,362636,Steven Newman,Rosario-Kemp
HS100483,2020-11-25,"00119 Tracy Cove, Kellerhaven, CA 95536",Reyesfort,MI,37367,5,3,2281,1.21,1951,181004,865518,Terry Simpson,Anderson PLC
HS100484,2023-08-25,"998 Aguirre Island Apt. 965, Robertstad, KS 10798",Lake Katelynport,AL,54460,1,2,3636,2.0,1957,555187,688046,Jacob Carpenter,Leonard-Moss
HS100485,2025-01-16,"97970 John Estates Apt. 742, Brandonton, DE 53156",North Amanda,NE,30866,3,1,2451,0.39,2003,103687,604768,Mary Brandt,Carroll LLC
HS100486,2024-01-19,"960 Arias Terrace Apt. 674, West Tristanville, CT 19644",New Blake,IA,55746,1,1,3094,1.65,1987,904744,233163,Anna Lindsey,"Ruiz, Gomez and Montoya"
HS100487,2023-06-19,"96625 Steven Parkway, East James, TX 32423",Jacquelinemouth,PA,02883,3,3,989,0.49,1997,157615,178023,Chloe Levine,"Brown, Ruiz and Turner"
HS100488,2025-04-29,"084 Kim Lodge, Samuelbury, NM 91019",Lake Wendy,MT,64884,4,2,3319,1.59,1976,443120,422339,Vanessa Rowe,Mccall Inc
HS100489,2020-10-04,"924 Martinez Cliff Suite 788, Natalieberg, AL 30381",Lake Robert,AL,07001,2,3,2484,1.5,1969,601852,228838,Mark Weber,Richards Ltd
HS100490,2022-01-15,"186 Rebecca Underpass, Conleyfort, VA 27144",North Michaelstad,UT,34832,1,2,642,0.67,1961,865267,875169,Susan Johnson,"Thomas, Martinez and Anderson"
HS100491,2023-03-18,"900 Jacob Ramp Suite 262, Dianechester, VT 49078",New Toddberg,KY,82789,5,2,853,0.72,1992,581985,321409,Holly Morales,Escobar and Sons
HS100492,2023-10-01,"186 Ryan Highway Suite 542, Meagantown, AL 50052",Lake Matthew,HI,10631,4,2,3801,1.61,2010,654453,688453,Sharon Lozano,Foster PLC
HS100493,2022-10-07,"127 Brown Forks Apt. 997, West Jacqueline, HI 87134",Lewisland,SC,78764,1,1,1683,0.98,1980,779282,693789,Austin Eaton,"Ward, Wagner and Gutierrez"
HS100494,2024-05-04,"5703 Serrano Lights Apt. 551, Lake Timothyborough, SC 44143",Kimberlyborough,AL,26314,5,3,3310,1.49,2010,984550,823617,David Adams,Webb-Nelson
HS100495,2022-12-18,"834 Pham Lakes, East Jeremy, NJ 96711",Ferrellchester,DC,03206,1,3,3114,0.38,2016,632111,383134,John Brown,Page LLC
HS100496,2024-05-06,"5363 Cynthia Mountain Apt. 447, West Mauriceview, NJ 59662",South Dylanland,ME,11700,3,2,2934,1.72,1984,583903,544670,William Garcia,Gonzalez-Gonzalez
HS100497,2024-07-08,"5833 Smith Station, Haleyberg, MT 27915",Bondfort,UT,58995,1,1,3658,1.45,1964,556554,851818,Ernest Burns,"Chung, Stevenson and Moore"
HS100498,2022-02-02,"038 Michael Unions Apt. 063, Randyton, ID 25895",Nicholsmouth,MS,67829,1,1,2140,1.82,1965,972564,941150,Chad Brewer,Frazier Inc
HS100499,2022-09-10,"692 Michael Fort Suite 786, Adamview, GA 33900",West Theresa,OH,75958,1,3,4138,0.35,1962,966931,873857,Danielle Mercado,Lutz LLC
HS100500,2022-08-02,"434 Becky Wall, New Katie, MT 38428",East Amanda,OK,15104,4,1,2553,1.23,1984,650724,171635,Michele Carlson,Jackson-Francis
HS100501,2021-09-11,"58746 Collins Radial Apt. 932, North Elizabeth, NY 38667",Lake Anthony,NH,05923,1,1,3425,1.24,2008,765879,748614,Ryan Fischer,Escobar-Davidson
HS100502,2023-03-08,"29361 Ryan Drives Apt. 342, Matthewport, DC 62047",Riggsville,CO,71269,5,2,2992,0.77,1970,432706,270935,Amy Castillo,"Kelly, Hurst and Brown"
HS100503,2022-08-24,"4343 Sanchez Summit Suite 982, East Lindafort, MO 71891",Parkview,UT,61829,3,1,1241,0.97,2003,907549,561566,Lisa Richardson,Sanchez-Lynch
HS100504,2023-08-20,"422 Mandy Common Suite 198, Snyderport, LA 69409",West Josephborough,MN,14978,3,2,3029,0.17,1979,609070,103634,Jeffery Wade,Daniels-David
HS100505,2025-01-13,"Unit 6870 Box 2905, DPO AE 53778",North Christineland,ID,15166,1,3,4450,1.52,1997,128533,753022,Melissa Miller,Nelson-Sims
HS100506,2022-09-29,"07154 Rebecca Hill Apt. 701, Lake Matthewport, CT 92653",Lake Elizabethside,OR,82445,4,1,1289,1.14,1984,290011,923420,Dylan Fletcher,Flores-Bush
HS100507,2022-08-29,"9804 Mary Spring Apt. 594, Brownmouth, LA 83195",Gonzalesshire,RI,36136,4,3,1876,0.21,1987,239327,809144,Mrs. Joyce Riley,West-Reed
HS100508,2022-09-06,"2677 Moore Manor, New Jason, OH 89856",Scottfort,NE,51610,5,3,2550,1.39,1980,555168,942769,Shannon Phillips,Jenkins-Roberts
HS100509,2020-12-02,"07866 Hinton Avenue, East Jessicachester, MI 05349",South Sharon,OK,28869,1,1,1679,0.99,1973,122684,542503,Emily Smith,Torres-Delacruz
HS100510,2021-12-17,"1943 Gordon Junctions, Cynthiaview, ND 02493",Barrytown,DC,88618,3,1,2086,0.17,1998,500134,268599,Laura Leon,"Shields, Bonilla and Sutton"
HS100511,2023-01-03,"57852 Brittney Loaf, South Robert, MD 85633",Keithstad,LA,31967,4,3,1056,1.94,1981,831453,287919,Jack Thomas,Alexander-Young
HS100512,2021-12-01,"29757 Renee Haven, West Jordanmouth, FL 23798",Castroborough,KY,09977,1,1,1582,1.9,2004,789644,518668,Melissa Scott,"Dougherty, Jacobs and Peterson"
HS100513,2025-08-03,"60063 John Meadow Suite 425, Smithland, WI 54810",Ianfurt,WA,63647,4,2,2730,1.07,2007,915990,453359,Devin Tanner,Esparza PLC
HS100514,2024-04-04,"USNS Reyes, FPO AE 72181",Evelynshire,KS,83142,4,2,1722,0.28,1952,266621,534607,Johnny Davis,"Estrada, Cross and Webb"
HS100515,2023-11-12,"169 Williams Fields, Mcdonaldberg, MI 06929",Autumnside,NH,45876,3,1,748,1.53,2018,285295,983085,Lindsey Ibarra,Campos Ltd
HS100516,2024-06-21,"186 Debbie Heights Suite 958, Douglasville, OH 89113",New Melissa,AZ,48998,2,3,1952,1.03,1959,917854,641731,Annette Smith,Nguyen-Rogers
HS100517,2025-08-05,"581 Stanley Summit, East Matthewborough, SC 17969",Wilsonborough,CA,48080,5,1,1779,0.67,1974,825723,341568,Kevin Welch,"Anderson, Crawford and Miller"
HS100518,2024-12-16,"248 Catherine Pass Apt. 092, North Dennisshire, SD 79232",West Kennethburgh,ND,04161,5,1,789,1.03,2017,831712,400988,Andrew Macias,Lee-Dickerson
HS100519,2023-09-14,"759 Glen Loop Suite 554, South Nathan, NJ 61611",Port Johnside,IA,43209,3,3,4165,1.09,2010,992760,878416,Candice Schmidt,Sellers-Jacobs
HS100520,2023-06-11,"Unit 3929 Box 4888, DPO AA 38302",East Valeriehaven,LA,03557,4,3,1482,1.17,1978,997509,91505,Mary Harrison,Heath-Garcia
HS100521,2025-01-17,"PSC 0102, Box 4405, APO AP 44064",East Christopher,TX,66924,1,2,2910,0.94,1968,843070,152478,Jennifer Miller,Williams-Morris
HS100522,2020-09-24,"16303 Harris Plaza, Port Steventown, AK 59574",East Jackieview,MI,64359,4,3,3751,1.25,1992,873851,112699,Jerry Smith,"White, Rodriguez and Ballard"
HS100523,2022-03-27,"8832 Cowan Mission, South Bradley, NJ 18764",North Jenniferchester,IA,26545,3,2,999,1.85,2015,607665,994461,Cory Montoya,Waller and Sons
HS100524,2023-11-10,"Unit 8366 Box 6240, DPO AP 14955",Butlerside,MT,16280,5,3,3411,0.79,2010,680532,468680,Brandi Mahoney,"Harvey, Jackson and Frazier"
HS100525,2025-04-09,"5389 Joseph Point Suite 500, Thompsonton, NC 70110",Hahnport,AR,44274,4,1,1208,1.48,1992,748476,950444,Michael Gutierrez,Nelson Group
HS100526,2023-06-21,"83703 Sabrina Manors Apt. 048, New Anthony, DC 29788",South Jimmyville,OH,35107,5,2,3931,1.8,1974,787651,204721,Jeffrey Perez,"Hill, Bass and Ford"
HS100527,2023-03-06,"708 Stacey Harbor, Nealmouth, MI 44521",East Richard,MS,41711,1,2,2395,0.97,1969,597670,871190,Kevin Black,"Wilson, Carey and Yang"
HS100528,2022-06-04,"12594 Suzanne Forges Apt. 716, West Steveland, FL 35100",Davisside,SD,43667,5,2,2238,0.94,1997,820663,186668,Christopher Kennedy,Cooke-Wilson
HS100529,2024-02-19,"23627 Mary Bypass, North Mikayla, TN 97088",North Steventown,DC,56667,5,1,2175,1.24,1973,761423,328518,Emily Brown,Carpenter-Branch
HS100530,2024-05-25,"7047 Tiffany Cliffs Apt. 814, East Brett, CA 80918",New Ambertown,HI,74294,2,1,3432,1.22,1960,203466,692974,Alicia Middleton,Haynes Ltd
HS100531,2020-08-30,"USCGC Keller, FPO AP 03697",North Elizabeth,NJ,15207,2,1,2748,1.63,2004,904221,315919,Tiffany Stevens,Mcclure PLC
HS100532,2025-05-25,"218 Daniel Points Suite 566, Port Amanda, SD 39087",East Josephhaven,MA,29941,2,1,1982,1.01,1977,284318,863820,Michael Owens,"Melton, Cole and Holder"
HS100533,2024-07-15,"71240 Swanson Lane, South Matthewmouth, SC 03911",North Nicoleborough,AK,86270,5,1,2003,1.99,2018,422778,435944,Bruce Wood,Lee Inc
HS100534,2022-01-01,"Unit 0836 Box 3146, DPO AA 93333",Josephfort,IN,30982,3,2,1419,0.21,2012,181936,857461,Nicholas Burns,"Arias, Evans and Jackson"
HS100535,2021-07-04,"51411 Jennifer Village Apt. 963, Aprilmouth, NM 61451",Port Tonya,ND,02067,5,1,3892,0.11,2008,936004,658269,Jeffrey Rhodes,Long-Burns
HS100536,2024-10-20,"284 Heather Pike, Susanside, MA 37406",East Christopherside,SC,15496,3,2,1419,1.32,1954,981170,365783,Elizabeth Craig,Phillips-Sullivan
HS100537,2021-07-18,"2459 Sanchez Cliffs Apt. 828, Daviston, WY 61868",New Danielle,MN,22717,3,1,1019,0.67,2000,697952,164010,Jeffery Mccoy,Brown Ltd
HS100538,2021-11-23,"90331 Shannon Ports Suite 240, Amberside, TN 10373",Port Peggy,ND,86204,2,3,723,0.56,1970,726315,982149,Mrs. Yvette Campos,Woods-Liu
HS100539,2022-11-19,"33661 Thomas Key Apt. 764, Wilkinsbury, CA 96233",New Stephenbury,MO,42385,4,2,1021,0.69,1961,422818,605393,Allison Collins,"Moon, Parsons and Petersen"
HS100540,2024-09-14,"1207 Duke Cliff, North Joseph, CA 48792",New Rachel,NM,94278,1,3,3902,0.59,1999,153533,573472,Kimberly Obrien,Gonzalez PLC
HS100541,2022-01-08,"1907 Anderson Ville Suite 764, Jasonville, GA 31981",Beanberg,CT,10242,2,2,4361,0.16,1953,918277,456884,Kaitlyn Medina,"Bauer, Cortez and Wilson"
HS100542,2020-11-12,"6236 Anthony Cliffs, West Adrienneport, NC 30779",Port Scott,SC,53481,2,3,3734,1.95,1991,297997,309021,David Thompson,"Kelly, Serrano and Chavez"
HS100543,2024-04-15,"151 James Lights, Ryanburgh, MD 37390",South Rebeccafort,VA,04510,4,1,2108,0.52,1987,119590,197032,Martha King,Waters and Sons
HS100544,2024-07-30,"30549 Clark Curve Suite 579, Connieside, DC 24324",Kathleenfurt,MI,16805,1,1,4299,1.49,1974,439919,700807,Hailey Moreno,Carpenter-Mcguire
HS100545,2021-04-14,"Unit 1346 Box 9346, DPO AP 21822",Oconnorland,WA,73823,5,1,4374,1.55,1963,378615,192429,Brandi Byrd,"Garza, Richmond and Wilson"
HS100546,2023-12-03,"4422 Carter Rest Apt. 221, Rodriguezborough, IL 48901",Port Tamara,DC,90327,5,2,2197,1.87,1981,553692,507820,Dawn Rowe,Blankenship-Ramirez
HS100547,2021-11-13,"8315 Michael Summit Suite 675, New Jacqueline, WV 97891",Munoztown,MT,44140,2,3,1367,0.16,1960,531530,939171,Joseph Powell,Moss Group
HS100548,2024-01-06,"077 Rodriguez Shoals, Davisberg, WV 62174",North Anthonyberg,WA,45457,1,1,2644,1.76,2010,565795,363940,Natasha Flores MD,Tyler LLC
HS100549,2020-10-05,"697 Michael Fork Suite 038, Tatemouth, MI 25058",Bowersville,AK,83594,2,3,3130,1.1,1967,355442,327948,Connie Baxter,Parsons-Hansen
HS100550,2025-03-21,"723 Matthew Street Suite 854, Maureentown, MT 29727",Ryanchester,NE,29858,3,3,3166,1.3,1976,506324,702020,Andrew Coleman,Escobar-Sanford
HS100551,2022-12-21,"Unit 4567 Box 5761, DPO AA 35793",South Christopher,RI,30905,2,1,2802,1.32,2004,294936,719986,Christopher Hinton,Ingram-Wyatt
HS100552,2021-04-17,"04787 Cynthia Brook, East Connor, AL 40052",Waltontown,NM,28106,2,1,2739,1.66,2003,623212,209204,Brittany Johnson,"Adams, Price and Perez"
HS100553,2023-09-06,"1933 Alvarez Gardens Suite 262, New Glenntown, UT 69317",Hooperfurt,OR,96262,5,3,3629,0.73,1970,459925,844383,Scott Rowe,"Chandler, Pugh and Williams"
HS100554,2022-08-08,"385 Kevin Plains Suite 785, Madelinefurt, MD 59288",Jasonchester,IL,45279,5,1,2149,1.49,1993,59726,973953,Troy Taylor,"Hoffman, King and Hayes"
HS100555,2024-02-26,"54519 Duarte Greens Apt. 035, Port Gregory, TN 28449",Cervantesland,OR,86989,5,1,3102,1.1,1954,241896,331209,Rachel Graham,Moore-Hill
HS100556,2020-11-10,"2507 Henderson Bridge, Brianberg, MI 24954",North Jermaine,NC,28445,3,1,2364,1.61,1990,90542,937935,Tiffany Owens,"Rodriguez, Gonzalez and Sullivan"
HS100557,2025-07-31,"01172 Gary Drive Apt. 460, Juliaville, OK 29305",Susanmouth,WA,02474,5,2,2644,1.98,2008,463461,155072,Christopher Mueller,Wallace LLC
HS100558,2022-09-07,"0552 William Plains Apt. 924, Tylerhaven, AZ 32426",Chadtown,DE,36667,1,3,3245,0.48,2003,84753,714490,Kevin Stewart,Walker PLC
HS100559,2023-07-11,"653 Huber Ports, Thompsontown, NM 03345",Lake Nicholasville,NE,34402,4,3,4316,1.99,1971,916220,139360,Christopher Flynn,Davis Inc
HS100560,2022-04-17,"692 Lisa Station Suite 657, Robertfort, CA 57985",North Kimberlybury,ME,25269,1,2,1109,0.27,2014,333460,112287,Eddie Hutchinson,Mora-Taylor
HS100561,2021-05-21,"3410 Mcdonald Dam Apt. 475, Mooreville, CA 84637",Port Brianton,VT,64600,1,3,1806,0.1,2013,283979,288009,Karen Frost,Owens Inc
HS100562,2022-02-19,"5793 Richardson Village Suite 527, North Cole, RI 96892",North Eric,KY,80031,5,1,985,0.18,2020,658986,757062,Jennifer Grant,"Medina, Cochran and Lester"
HS100563,2025-02-08,"201 Philip Lakes, Anthonyview, IN 10070",Port Michael,ME,77587,4,3,2197,0.75,1953,328104,742353,Candice Lowe,Dennis-Miller
HS100564,2024-10-21,"9919 Harris Fords, New Henry, AZ 72541",South Michelle,HI,24801,4,1,4402,1.3,2014,80791,737235,Wanda Spencer,"Joseph, Roberson and Smith"
HS100565,2022-10-06,"3384 Erica Mountain, Port Vanessastad, IL 90545",Mitchellside,GA,09862,4,2,3052,0.23,1964,337360,820644,Edgar Byrd,Macias-Harris
HS100566,2025-06-22,"752 Soto Dale Suite 674, Josephchester, MO 85031",Gregoryview,OK,47318,3,1,2893,0.11,1971,999971,711414,Mark Hawkins,Hensley-Wilkerson
HS100567,2021-06-09,"4784 Joseph Knolls, New Lauren, AL 73745",Christophermouth,NC,77575,5,3,1341,1.88,1996,376571,280881,Amanda Willis,"Hale, Kim and Hodge"
HS100568,2023-12-07,"0220 Webster Falls, Port Margaretbury, WY 17690",Nicholasburgh,WV,39049,4,3,4262,1.66,1995,948902,157357,David Anderson,Parker Inc
HS100569,2025-03-18,"41791 Martha Square, Port Jessicaview, NY 68418",East Kenneth,MD,39927,3,3,3308,1.64,1963,647578,491733,Eric Fernandez,Greer Ltd
HS100570,2024-01-09,"352 Margaret Mount, Millston, NH 59475",East Brian,FL,36170,2,2,3297,1.78,1999,621302,257440,Richard Rhodes,Maddox and Sons
HS100571,2022-09-05,"926 Brianna Spur, Ambermouth, RI 31589",Milesside,AR,36245,2,2,4142,1.43,1969,185150,603958,Jessica Vaughn,"Fisher, Stokes and Nguyen"
HS100572,2023-12-15,"9520 Stevens Heights, Brianland, MS 25555",Lake Tinabury,UT,96304,3,3,4497,0.3,1999,100519,885544,Troy Cox,King-Hunt
HS100573,2025-05-29,"209 John Mountains Apt. 757, East Arthur, CA 73482",Perezshire,ID,27690,3,1,2511,0.86,1982,840474,924820,Daniel Davis,"Stewart, Fitzgerald and Greene"
HS100574,2023-12-06,"3494 Roy Port Suite 113, North Jeremyshire, MS 70459",North Jamie,ME,99593,5,2,2046,1.47,2008,623340,401300,Gregory Choi,"Tucker, Mccann and Leach"
HS100575,2021-06-12,"765 Steven Squares Suite 149, New Jacob, OH 77671",Shanefort,WV,71633,5,3,1500,0.63,1992,64389,209379,Jessica Bartlett,Simmons-Winters
HS100576,2021-06-23,"875 Louis Flats, East Carlabury, WI 95693",Harrisborough,LA,66838,2,3,2712,1.41,1961,408105,818447,Julie Potter,"Walker, Long and Williams"
HS100577,2021-03-27,"4083 Wilson Squares, Dixonview, CO 57919",Jerryhaven,NJ,03430,4,2,3684,0.15,1989,642399,248159,Jonathan Hernandez,Rodriguez-Rios
HS100578,2020-12-25,"399 Garcia Neck, Lake Stephanie, MS 01302",Zimmermanton,WV,43367,2,2,2860,0.68,1969,941490,884354,Jody Anderson,Andrews PLC
HS100579,2024-10-31,"51491 Monique Mews, Jeffreymouth, NE 00539",Wrightton,CA,47174,4,2,2609,1.14,1987,930147,244152,William Walker,"Davidson, Morris and Miller"
HS100580,2023-09-06,"1574 Alec Trafficway Suite 013, Moorechester, DC 95867",Gonzalezberg,OH,11604,4,1,841,1.3,1952,887165,929780,Derek Foster,"Salazar, Harris and Cameron"
HS100581,2021-03-20,"230 Johnson Meadows, West Bradleyland, KY 81331",Ellisfurt,IA,02047,5,1,3140,1.2,1977,871186,653623,Teresa Ford,Zhang Ltd
HS100582,2025-07-21,"1653 Joseph Street Suite 650, Carrchester, KY 84477",North Samuel,SD,56609,1,3,3884,1.43,2005,986128,862744,Mark Castro,Davis Group
HS100583,2020-10-06,"Unit 0745 Box 3475, DPO AA 12773",Joeborough,TN,36867,1,2,4364,0.11,1962,922318,116985,Christopher Baker,Ellis Inc
HS100584,2025-02-12,"06667 Bass Bridge, Owensmouth, HI 25268",West Sean,ID,82461,3,1,2985,0.29,2015,207753,705032,Erica Parker,"Franco, Day and Montgomery"
HS100585,2022-08-06,"59827 Johnson Court Apt. 977, Martineztown, NC 82477",Weberfort,OH,06576,5,2,2620,1.75,1986,663812,826001,Janice Garcia,"Collins, Trevino and Turner"
HS100586,2024-03-01,"434 Rebecca Well Suite 707, Matthewstad, MS 62157",Ericksonborough,GA,75427,4,3,772,1.4,1998,393150,533178,Angel Bradley,Gregory-Mendoza
HS100587,2023-03-10,"Unit 6635 Box 9825, DPO AE 75559",Smithmouth,OK,11698,1,1,1271,0.31,2015,861136,937395,Tyler Rodriguez,"Martin, Anderson and Webb"
HS100588,2023-05-18,"7202 Stephanie Mews, Justinmouth, NM 57971",Ravenfort,ME,33967,4,1,763,1.7,1985,547488,221349,William Thompson,Sanchez-Flores
HS100589,2022-12-31,"038 Elizabeth Courts, Port Alicia, NY 44970",Barnettstad,IN,14544,1,1,1064,0.56,2003,144913,605839,Ricky Neal,"Bennett, Perry and Taylor"
HS100590,2024-12-03,"USCGC Simpson, FPO AA 44311",South Nicholasfort,MN,67043,1,3,3642,1.01,1975,668396,664101,Rita Hudson,Cobb-Mullen
HS100591,2024-03-07,"158 John Orchard, Port Kellymouth, DE 53425",Armstrongborough,MT,98774,1,2,1096,0.38,2021,829091,499813,Michael Hubbard,"Maxwell, Thompson and Wood"
HS100592,2025-01-12,"19692 Lisa Tunnel Suite 720, Johnsonhaven, AK 21109",West Randyfurt,KY,94274,5,1,1299,1.45,1989,319637,937457,Heidi Jones,"Ortiz, Thornton and Jones"
HS100593,2022-11-23,"508 Ward Skyway, Nancybury, NE 39244",West Margaretburgh,WY,04668,2,3,3042,1.37,1992,119639,436486,Danielle Lyons,Frost Inc
HS100594,2021-07-03,"96220 Sawyer Extension Apt. 959, Port Williamton, WY 27679",North Steven,UT,33010,4,2,1302,0.5,1971,281452,750572,Diane Nelson,"Vaughn, Logan and Lamb"
HS100595,2022-12-20,"694 Erin Extension, Garychester, WY 13395",Jamieside,CT,65987,5,3,2540,1.74,1969,366527,59637,Jessica Wright,Hester and Sons
HS100596,2022-10-27,"79463 Mark Inlet, Woodwardfurt, IA 35653",West Alicia,AZ,07169,5,2,2955,0.86,1957,708354,879690,Alexandria Fisher,Cohen-Martin
HS100597,2025-01-20,"210 Guerrero Garden, East Michael, HI 71173",Olsonbury,WA,35999,5,3,2391,0.66,1978,774640,977328,Christopher Stevens,Mccormick Ltd
HS100598,2023-08-18,"USNV Perez, FPO AA 92276",North Kyleton,AZ,45070,5,2,782,0.39,1989,359378,703841,Christopher Green,Gibbs Inc
HS100599,2024-03-11,"PSC 0141, Box 7355, APO AP 13276",South Jessicaview,OK,77471,5,1,1228,0.61,1979,702962,601238,Nicole Estes,"Griffin, Pope and Roberts"
HS100600,2022-04-03,"Unit 8587 Box 9252, DPO AA 61812",Maldonadotown,UT,17445,3,2,4465,0.14,2004,536084,466704,Richard Liu,"Russell, Patrick and Buchanan"
HS100601,2024-05-03,"3701 John Grove, Lake Stephen, MI 70029",Hendersonmouth,ID,60499,4,3,3157,1.21,1965,579882,702158,Steven Smith,Williams PLC
HS100602,2024-04-18,"32954 Amanda Inlet, North John, TX 91401",Sandraside,AR,15790,5,3,2331,1.7,1995,811195,547760,Oscar Rogers,Williams Ltd
HS100603,2023-03-19,"43162 Thompson Hill, Port Williammouth, IL 43103",New Bobbybury,OR,03220,4,2,1145,1.14,2011,319515,50215,Anna Maldonado,Wade-Charles
HS100604,2025-05-12,"622 Michael Lights Suite 606, Ericbury, SC 60262",Michaelstad,IA,60079,3,1,2187,0.52,1956,621603,417747,Tiffany Davidson,"Rodriguez, Lee and Mayo"
HS100605,2025-06-19,"29413 Jessica Mission, Matthewchester, IN 92378",Thomasville,WA,96687,3,1,1223,0.16,1994,788924,847955,Stephanie Cook,"Fuller, Smith and Lopez"
HS100606,2022-06-06,"2042 Williams Ways Apt. 601, Boltonport, ID 94011",South Jessicaport,TN,17732,4,2,4435,0.51,2008,701539,905121,Anthony Mercado,Schwartz and Sons
HS100607,2021-12-21,"1389 John Unions, East Kevinshire, AL 13437",North Dannyhaven,NJ,09156,1,2,1193,0.89,2005,282520,73834,Wendy Tyler,"Myers, Blair and Ramirez"
HS100608,2022-12-04,"39411 Murray Road, Margaretbury, ID 85605",North Jeffery,SD,89063,2,3,1343,1.54,1997,653814,346618,Peter Orozco,Rice Ltd
